genes,NK_58,NK_59,NK_60,NK_61,NK_62,NK_63,NK_64,NK_65,NK_66,NK_70,NK_71,NK_72,NK_73,NK_74,NK_75,NK_76,NK_77,NK_78,NK_82,NK_83,NK_84,NK_85,NK_86,NK_87,NK_88,NK_89,NK_90
ZNF141,499.3435757,618.7084811,523.7672341,503.5715612,603.6577415,442.2725829,494.6985978,466.6832897,502.5892489,531.7915341,589.8629564,499.8301092,579.8130522,650.6721524,572.7346191,540.3562271,651.9809494,538.7088664,567.9042901,696.8285867,603.4494025,623.5312257,679.3150468,610.3208217,603.2482437,593.7735423,710.3991277
ZNF142,509.5500322,468.7984534,534.1443996,475.3376937,454.9256595,523.1373622,522.7737896,549.2430885,650.8074699,521.2587912,468.2957063,486.2188448,396.2557336,388.4852464,437.0110654,523.3466307,430.7962854,336.7053886,488.909287,946.3650601,924.8509065,662.3660875,680.3225032,734.3270833,782.7674744,609.6654585,560.4069354
ZNF143,139.4919445,198.7736897,166.048744,149.3694191,170.7645857,165.56501,150.5546023,177.0836248,220.0009586,128.7968947,160.1809754,183.0519079,159.8781529,145.4253534,146.9172513,193.0873714,153.5542891,192.3433312,202.9734194,256.3592244,200.2793683,173.4970112,198.1391283,203.46728,191.9331367,176.90929,240.3556655
ZNF146,756.6508897,760.3838077,674.186066,890.5204922,869.9676833,811.6269724,811.3581051,782.422474,784.5698036,792.0809117,739.9987379,859.5715958,873.1883065,844.1092947,876.8954294,877.8039793,911.8716736,843.5337605,827.7096688,776.6538871,789.0227019,746.5246043,794.6220405,790.4267709,851.7291996,822.4453458,836.9043871
ZNF148,682.4095375,807.7751757,667.2719275,662.4482746,792.9219207,741.490809,646.1458317,642.1742471,912.4995265,528.9362346,611.1047989,636.9856228,569.9162032,565.4242701,622.7956252,585.8859325,658.4577214,534.0833134,571.316347,808.2730865,676.072896,590.9883988,657.2794184,591.4014621,668.9886851,593.7237441,847.1760534
ZNF154,105.0428387,97.48247667,100.8861276,63.4427323,106.7124727,120.4881121,106.5164174,94.39005767,82.75789244,105.3073264,139.3508507,119.2269857,95.1664401,136.6098784,129.4782535,110.8136659,149.0454992,94.74113169,233.761252,177.947148,279.0337847,230.387878,200.2157974,246.6295745,235.4945725,191.114178,190.2148406
ZNF155,42.88719334,33.83353463,44.09994649,48.36313966,38.98421016,42.14983271,45.97915349,39.71579563,42.67741829,46.81649424,48.21335767,35.12129169,42.4039278,51.10579551,48.03739458,46.45886487,57.77109761,48.70013951,42.38006808,52.69513981,47.19574853,51.08320009,43.40760742,51.69679727,38.34429396,45.17222275,54.45127781
ZNF157,11.65606563,22.9751281,9.217177285,22.38524185,13.16806083,10.66186563,8.282343282,9.147071955,20.3111497,12.21604181,22.04824623,15.91795392,14.47895925,12.27237868,16.38467328,7.453355123,13.04624752,19.11141906,16.68574271,19.07821115,13.57980634,13.65686085,20.49190211,21.78205252,15.53650398,9.892135489,12.32643752
ZNF16,43.43860899,31.31908154,48.01093077,38.50983402,35.33056707,47.46479674,39.36899557,34.14775906,32.07001226,30.76732261,30.69070752,37.46644009,33.71820895,34.64737144,36.63884196,34.66521973,34.71287615,35.14946925,40.02543009,37.87526296,46.46337348,52.84364215,45.78905863,43.14908316,42.74945137,47.69866555,33.77184283
ZNF160,475.6181631,537.2553001,545.8500977,422.1166717,572.6556237,479.9076499,471.8141904,386.5912033,476.0472616,413.6907817,546.8794345,386.1921422,487.1201999,496.9121474,438.2465732,420.7323673,534.7126509,487.6519448,413.9724647,442.0896044,425.9770809,383.7202256,413.5735181,428.7464751,451.9583445,386.372606,485.3824044
ZNF165,34.40704289,65.97369485,42.17949742,29.95444089,37.88954736,37.68736437,65.45529507,24.50728905,88.9906587,51.32265855,61.63021846,37.54606996,24.74199624,35.78594073,56.31588441,59.34431806,33.11874272,89.19617876,57.65644579,68.36575773,61.06318771,41.4616895,25.73821325,61.94418711,65.40504424,46.86019329,86.29098854
ZNF169,189.8831397,207.1801537,172.2530837,99.47299432,172.0665676,144.276448,130.648432,147.4524517,124.4441843,112.0138255,116.5512769,106.6119244,188.932489,161.4807072,128.4010331,119.9665177,124.4592804,103.459836,188.9463711,242.4830343,120.0841557,125.3847431,167.0041334,169.059819,160.6055569,163.8789791,114.2891787
ZNF17,29.67705442,37.65537741,38.43918919,33.69349078,44.0008656,29.54041113,30.08134147,25.252722,26.09888015,21.17334057,40.06034665,26.85303036,33.18618764,39.57498779,23.04243059,27.99384981,47.62938449,29.47669766,35.19866971,33.26349833,29.111212,42.81460172,39.46235091,37.90289133,35.71029137,33.20194838,34.06208872
ZNF174,126.841585,125.4355088,118.9806372,131.6866238,152.172199,137.5155543,121.5473812,127.8235633,134.067989,150.1366097,147.3883823,115.951687,171.8656001,163.0395314,111.5785579,143.2832345,168.1146919,190.1872866,149.1315817,147.4036052,108.4013565,133.4161033,138.9939232,124.4817123,165.1187335,197.3352668,153.2818427
ZNF175,86.07330735,80.79017777,102.7971174,55.41728012,71.69680873,95.78932618,76.6344937,73.94240176,67.41333064,97.47436864,79.76649605,111.8919937,90.92518179,56.65042994,67.6628012,70.22004424,80.33562552,85.90361863,91.82976828,84.1764055,98.10508423,70.11946094,103.1999885,76.82308529,89.18665805,105.3695352,126.1780369
ZNF177,27.81586374,25.75691675,19.08452005,19.98853732,32.84853216,12.02832626,28.50549205,22.13618959,36.74948176,22.51708239,25.48121209,21.51342024,27.23520837,46.14908056,25.68807719,18.31361889,45.14048456,20.12869868,27.85696151,9.828109966,18.78550507,26.81713109,12.05298852,13.33180301,29.96550952,17.20848278,16.07247275
ZNF18,318.6127079,242.7941751,288.2232685,283.5817735,275.6676185,291.2721592,258.8319674,319.9939902,257.0665347,212.1461961,325.2650496,244.5000585,240.7953964,270.8185967,206.0521919,255.6345456,262.7467302,279.4627138,249.7919199,203.4620618,235.5448535,275.5157532,204.1422517,181.6425015,217.1453126,249.743964,202.5896976
ZNF180,94.13217338,79.84050828,79.28758068,96.61190025,122.8406295,91.34576889,119.2238453,90.82194323,83.23468853,82.64318784,71.89357798,61.69291883,104.4666038,109.6772885,82.0706799,76.6216931,104.779088,90.99201234,89.70571533,72.01816822,111.9086699,104.4631281,98.44533923,92.91038778,98.93540563,100.7359622,70.75503941
ZNF181,281.6498709,280.7703925,233.131639,255.8802522,385.8887033,287.8054297,230.6660708,155.1166778,235.4508303,167.3837889,306.3546629,163.4494826,266.6698664,454.7781088,199.8534961,231.1040929,325.1969689,295.3625288,252.9863964,187.0008477,235.0423638,188.2656517,200.1591836,219.5847419,268.7190891,220.459525,114.4769238
ZNF182,243.2381986,537.817914,494.111903,379.9142458,528.839453,416.0591971,275.6209994,390.1975745,338.1972222,323.2530114,354.0231763,439.5754486,409.5923614,326.5692179,373.1671033,422.3777417,377.0298662,282.4398803,281.1869832,344.4851541,462.4902046,370.8811154,398.5900814,545.1883789,304.8842893,424.1339034,398.9087614
ZNF184,545.1698623,634.0518446,436.2320625,701.9848087,731.4426796,552.2321227,562.3455111,721.231201,715.9380765,507.5622633,656.3433897,598.8799406,631.9795214,761.6366011,476.3506014,567.8905128,713.6619279,724.2600557,532.5403387,663.5737471,578.2529858,710.9878028,654.7466669,504.4396959,558.5025277,759.7442285,653.9601883
ZNF185,144.0834679,150.3889753,89.69682414,101.6836562,118.9925137,132.913423,102.4383422,69.27399641,130.8181584,116.8886468,130.9909199,101.9803228,104.7020588,128.2036921,154.364372,93.42138963,95.64535494,148.4098462,98.83430655,94.64090734,93.75826709,71.03711076,48.98448611,111.7869525,99.69823092,77.21520169,116.4630099
ZNF189,621.4381497,592.664979,478.3795806,604.3037146,669.1301309,620.64952,642.2637227,449.6301598,657.0835433,543.7561489,723.6087284,635.850592,721.8198462,760.6094219,586.7328672,654.6881247,695.471218,753.7602994,626.5943714,610.0843869,653.3675528,604.8371733,702.9211236,590.7651861,663.3557646,659.3208981,645.6090536
ZNF19,37.09310157,12.26006736,51.66989332,19.92338668,44.48583109,40.30782409,35.7729701,29.34414972,24.88766542,23.24394434,20.96732631,21.38560327,21.72553802,30.884734,29.30668738,22.25304722,31.86142748,24.20664109,20.88641528,16.48617718,32.49844987,22.9245419,31.88157506,41.41995267,18.57494456,11.96470565,21.84492125
ZNF192P1,22.49981135,44.73577175,36.31991698,22.39337385,18.03370598,26.24031257,26.9692968,22.98059107,32.45882791,28.31010117,37.09330726,31.56832918,28.03816446,31.93640464,35.06899059,29.19266469,29.66890959,28.45037966,11.20024977,20.82490487,17.18501255,34.28888294,14.85012325,19.72235602,28.39403547,24.32992554,11.94434635
ZNF195,244.4556602,180.839497,230.2175488,205.9351091,230.4257282,263.4873702,229.6517552,165.7589547,172.1105829,218.3238605,192.5946744,206.6543612,179.9416067,210.1379617,198.7818189,170.7470686,197.5950506,136.7764462,238.8685322,207.1709631,225.7013128,253.3682607,221.9046363,233.9935577,211.3685616,224.1815904,214.1624889
ZNF197,590.8409461,540.5199286,584.7592631,571.8119658,588.3313076,629.4796811,607.3325995,537.3785777,521.355631,590.9593149,606.8167085,643.2126634,610.6877095,627.3714208,680.8551069,572.1588771,632.5764338,579.7672378,609.0597685,614.3227496,655.9336144,568.8813599,611.4734294,644.9904548,649.8702973,622.6044163,610.0378721
ZNF2,169.7094393,185.1705684,169.8051024,143.6040871,181.2233445,172.8396016,171.7491323,123.1018813,153.5274696,151.7935838,190.7843471,138.0262637,141.047961,167.7322159,158.3544939,154.15683,204.4416032,175.1855536,179.1544415,142.0178046,166.7078234,152.0563231,158.1107883,153.381641,201.1671603,155.0093038,161.6429751
ZNF20,31.40743021,37.40232374,26.71753493,31.3099435,19.43783993,35.06466403,24.83653485,29.73988163,40.90825236,32.48338333,49.95360875,28.51922752,32.5283108,37.92254809,20.67645571,39.42822886,58.42050807,45.02012009,29.12487595,48.51274807,24.57122704,45.28502033,38.55825882,22.21136267,50.619628,24.79839767,35.74582886
ZNF200,299.969914,425.4963659,282.5293624,467.0211252,448.3858685,326.6425669,344.1679631,338.4838054,528.8042641,366.9714457,623.5212852,403.1503041,379.7017926,562.9980051,314.8081324,379.855263,484.1237295,615.3412935,447.869931,682.8779784,467.7714498,478.5095806,447.2442115,583.1151517,463.8794096,672.4769462,761.8345992
ZNF202,63.56281,44.47433103,60.72888601,56.10366058,55.09265175,54.95458695,68.4556161,56.42446777,41.68706798,59.7302974,52.66402929,53.3552378,55.26024296,64.04508708,55.73153559,52.58735391,56.86645635,43.73362407,58.15200381,42.7699614,55.97993862,80.75132348,69.67503901,63.56404365,59.88862067,67.01657259,46.11892564
ZNF204P,161.1572185,183.3141066,128.3691748,115.8837929,166.5530542,159.9785865,168.942442,83.27554583,161.1628038,122.3664289,228.3632992,64.69453759,102.8927129,177.828531,114.595136,94.14620263,133.3682088,205.081849,162.6102061,178.3964381,121.1263555,149.7241363,84.21031173,138.9263067,112.3443687,125.4775974,207.4940274
ZNF205,11.81621437,6.260982202,16.90628769,8.343345564,9.469787157,5.537397159,17.06533701,17.26333151,21.74525919,18.0289566,14.37683298,2.908188937,12.39184415,7.896136884,17.86498751,9.26306733,7.926055119,6.268351145,25.23440212,19.05343224,11.99403348,11.88461283,19.67083099,10.415939,27.73834871,17.05670417,8.986030758
ZNF207,2174.955247,2410.555615,2108.790411,2352.142907,1974.798857,1933.930186,2067.984992,2367.272384,2098.932418,1864.4314,1642.035952,2327.555736,1809.066844,1693.485595,1867.134317,2015.189787,1865.051819,1544.292158,2370.047076,2640.453464,2339.427817,2449.021968,2690.950243,2218.686325,2276.307902,2547.100201,2346.313378
ZNF208,39.74509717,48.72644282,40.44047395,29.77824861,45.66889571,45.762406,48.44161302,46.97209384,46.89073539,47.58354987,33.71323115,48.19972466,47.3679063,43.33797984,44.59657466,32.61324295,67.84539542,42.2018401,37.37780643,77.4516463,32.54944412,22.23978599,24.06329,34.59491282,21.15006218,25.63686593,64.4414477
ZNF211,348.4611479,390.3498757,419.2447769,431.6436636,609.3004518,455.6088624,413.584125,371.3147975,355.7184514,245.0628522,442.6255742,298.279703,405.779733,430.66074,302.9220947,339.823544,508.5074146,373.1171853,380.4244074,336.8330752,406.1413196,351.3918694,384.7703978,544.8378043,365.4570362,476.0710201,343.7135698
ZNF212,81.88294011,58.78352627,74.36547065,53.11708241,52.71607307,69.84839209,66.38930758,66.18635885,62.0270669,78.81438142,65.51802666,78.48157014,61.03580907,57.59173979,86.80600845,91.44313753,59.73377526,75.27323135,53.70918781,63.93725936,71.4850673,56.40288293,54.08055304,71.51524942,70.68886144,52.82533111,53.99242089
ZNF213,158.8581173,109.2417863,125.7340859,110.2161632,109.1175238,140.1331043,151.1386677,133.5329529,129.6367547,113.9075844,125.3344322,78.7459052,128.2837836,135.0351329,140.7933126,103.0335945,114.0667102,146.9090029,116.227045,113.8990576,151.2969401,136.5544955,96.79502542,155.6782945,132.7383099,104.0952913,96.22774394
ZNF215,62.98122878,46.86545551,55.6848899,80.54549531,51.57807412,39.34637989,72.34232198,69.32020424,53.50901252,67.73816499,52.38627588,82.74963252,72.0375894,71.60453218,68.00057309,63.42725493,64.26556457,38.96357097,186.5778612,218.4832697,168.7654766,194.0696895,227.0269882,163.7806377,208.5421216,191.7189323,247.8952814
ZNF217,483.3803444,436.9838041,486.2181708,421.760741,495.0721557,470.4452425,468.7370426,450.1808881,477.3319184,444.8795584,515.6877625,486.9905611,529.0205664,444.7238603,464.1415361,619.3143223,482.6160216,555.6254992,457.3830208,426.2443793,489.9124009,376.9715925,405.5834574,454.1314056,481.0413159,383.39986,431.1840494
ZNF219,59.21804674,27.27495668,67.88123934,24.28783517,22.11301749,64.00532359,60.31153296,21.68145994,26.9154567,81.1234442,39.97424831,51.83720404,34.51620629,30.82970116,79.96883691,50.84774889,32.21902653,37.3947284,55.32570405,50.58094199,46.21092298,29.44708659,25.41592795,59.92603433,38.1935734,26.73576403,27.3065851
ZNF22,1294.76091,995.2678287,1110.474077,1486.166459,1448.154688,1455.107475,1381.117167,1379.672373,1012.638131,1456.661554,1066.678726,1365.695371,1425.972061,1492.080854,1423.049371,1302.357671,1470.509103,1186.725047,1574.578534,1075.140881,1481.753757,1585.992243,1511.966019,1439.288412,1468.604286,1637.671181,1037.215532
ZNF221,27.87411316,29.2811234,38.71484605,17.74319607,25.16280763,31.56719136,27.90779043,30.3135729,25.12430877,34.79690291,36.18515384,38.15309,35.93767074,36.76089534,30.56780385,29.79935089,20.34695499,57.51913201,55.5504233,78.36404698,55.9165715,45.38343804,33.72241612,60.48854277,37.4830904,30.57901435,63.99427763
ZNF222,40.32677135,53.07567835,42.83267872,46.06598639,69.31631237,45.81633017,55.07898238,45.37576308,62.6189321,32.09816682,63.6843951,44.36727372,46.52560482,48.926494,49.96420519,40.73454815,75.70632855,70.18894919,41.35652321,64.45677044,34.93797289,41.01492258,57.54497307,36.08751758,45.45587928,47.08918996,38.61421132
ZNF224,193.5724732,191.8965548,188.3628962,152.8396448,249.7617949,189.3205227,190.8135747,131.3697227,161.1050604,185.5933233,246.8548192,171.0627704,191.7065739,225.8501403,181.6889664,167.9922653,241.7737826,185.2834228,154.1478546,146.9837648,171.2630365,170.7489622,167.601587,182.550524,168.4936019,169.0114292,160.277822
ZNF225,230.0846615,162.9249791,200.4799292,162.2876044,207.5203489,155.2417725,171.7738959,134.1829913,145.4712252,149.3891956,195.3424925,133.2443917,162.2901917,214.8911115,148.7074381,163.3058882,291.9535412,185.9021957,185.5874057,144.3402652,244.8575719,181.3056407,147.8378632,197.569988,160.7002095,131.0747515,137.7139598
ZNF226,109.4609142,121.411814,106.0734656,110.4292847,108.7638262,130.1154979,106.4392176,136.6736201,143.5123417,102.9370833,155.1540988,128.0252885,164.1619542,168.7551827,100.1336455,151.2542636,175.2034046,160.3884008,66.13930589,92.14257432,118.4371607,122.5098552,133.0532555,137.7250332,102.3487023,113.7884251,119.8219992
ZNF227,148.5749412,164.83091,165.9556573,169.8191092,210.571591,182.3024323,159.2981829,150.2807072,183.4344754,152.6521395,189.9548845,163.7673559,184.5781539,224.8919172,200.2825613,189.1869807,245.7836265,186.3244254,170.790628,136.7371073,155.0074773,147.5861981,161.3866016,162.1115419,165.0243379,177.3649341,153.7495097
ZNF229,55.73891444,61.73924776,58.65548016,71.09967204,104.4398876,103.9667934,72.63565503,30.38410729,54.66839063,29.71626723,66.5555006,37.78212654,38.1375431,75.0414084,72.06196066,33.29216991,49.96015335,32.79165928,69.73470894,26.25499471,74.07690923,74.97033793,83.81531635,137.444084,69.77150266,105.0086963,48.13448668
ZNF23,660.8760942,457.4248711,493.4971696,551.4804756,638.1514307,653.5990154,681.3900167,395.2994123,468.101637,654.3265497,606.8082963,617.4788877,628.2813738,653.0669098,655.9149737,518.3349989,687.684968,591.9797435,572.16086,416.6756549,572.798935,431.2387468,497.0788811,622.3515755,550.679083,405.7445764,334.113392
ZNF230,127.842791,147.8296656,146.9385365,109.4383823,137.5491105,138.670875,130.6568542,136.2877421,105.7709034,98.36048885,161.9480178,140.3942462,142.3553595,153.1075907,189.8731371,121.6903536,126.6096887,116.8590779,94.57015132,91.6766232,145.6269946,111.6520554,156.5973512,117.1874285,188.1978061,139.1755525,139.1194188
ZNF232,150.4901238,148.4625249,166.5397785,182.5953227,156.6906191,194.4258182,175.7611008,150.3432202,151.9074694,200.9569969,146.5608535,151.2412638,173.6474001,227.6546315,150.1579449,153.7079527,220.0474739,267.4881185,194.4246053,146.5823918,188.9010617,161.9727155,225.6942729,191.1594882,192.3006728,172.7187623,149.2754389
ZNF233,14.6902292,23.15933623,14.7569534,16.09981271,29.95313285,13.38862593,15.41464757,15.09286724,14.20003913,6.226316868,16.64705419,11.15552882,16.61914204,15.87269283,17.42811943,16.60342534,17.26679004,14.42717573,15.21478456,14.57421224,12.82511627,12.88650382,17.85473727,8.891901703,13.55652022,18.10542328,18.10807146
ZNF234,173.1091293,102.35154,157.3099374,127.5236484,155.9918667,145.3853409,161.5685961,116.599436,129.7207986,133.704573,155.5347352,134.0541433,125.2989053,127.3365701,139.0666814,130.5768198,159.0555607,125.5691279,146.2976718,125.5943714,147.0103583,104.6485854,128.5649882,148.401514,140.7197486,122.9884477,170.5743608
ZNF235,83.62717945,75.2390642,68.80778989,95.49948182,127.8522731,92.30417509,94.74146004,83.1373582,77.05539154,63.82877258,82.23217028,66.53248433,112.1825911,135.0375665,70.81970848,87.40258233,119.9658525,125.9326009,96.0601396,73.47690738,67.33898171,80.55275352,86.1469611,73.59852764,82.6887984,71.23142762,89.09737362
ZNF236,103.6274931,96.5006664,186.0770087,74.91101683,98.6906839,104.5285333,100.2355874,72.64622871,89.5427673,103.0837417,401.1939389,121.7325356,94.02047082,89.25041671,164.2815894,262.0047215,98.56906255,93.92758428,96.51076719,174.052895,187.2828521,86.05988456,83.82606487,122.3328456,127.217559,118.8351648,80.13169007
ZNF24,1897.349844,2031.120335,1763.822905,1911.447685,1882.925234,1909.752547,1771.885913,1925.076417,1933.997212,1621.51876,1663.366078,1964.518448,1467.454443,1494.388974,1702.807932,1979.595565,1565.144345,1687.977549,1899.784418,2021.72352,1978.196466,1843.433937,1604.757958,1866.668464,1889.632542,1905.626942,1938.372329
ZNF248,208.350247,227.3507574,233.6898073,234.2223602,266.9354309,252.2030653,218.7833289,164.9139922,232.4473229,191.1943393,240.150999,199.2239109,260.7222686,306.6231895,192.006987,155.8112939,232.2019053,188.6765087,244.4414273,236.7387403,223.8668344,254.5852455,210.3861612,255.2922621,197.2456946,234.6814499,227.3113639
ZNF25,648.7105089,648.9065868,551.2209841,617.6942111,726.9961935,665.1352865,621.0243386,523.8812435,671.4215349,488.4391393,696.3525067,542.7029723,482.0917731,571.5849024,562.1931246,624.0777645,596.671476,673.7525416,569.9201535,538.0669933,533.5778618,483.2597401,445.9666447,589.0135448,530.6758184,424.3832778,630.2017717
ZNF250,105.1441665,91.66804497,96.80052722,98.79149912,85.67895625,106.3696676,113.7762795,82.97897895,96.5928837,87.53020232,112.4281114,84.79045722,75.68864633,90.77738346,92.49458488,84.44651611,116.2479931,117.0937287,88.61211183,87.85947661,87.45445664,103.1007488,101.5858041,110.658081,112.6186538,104.7204942,115.7270252
ZNF251,407.5180073,293.8393908,417.3448043,304.6895056,375.4406362,439.8957949,364.0270885,218.5102279,281.123062,369.2929728,436.1292678,297.5862381,333.606364,471.0413823,348.4258856,315.2743521,285.7334246,368.1977499,369.5382777,248.9534158,415.6700523,299.7959326,364.1093555,436.8802266,338.3287577,371.5568096,274.9190369
ZNF252P,162.1380627,49.80252555,105.4024068,70.496269,103.8903613,153.7276642,103.5299233,39.18454935,52.53937014,72.40588218,80.96199864,63.74286681,74.92446645,87.82324885,85.60653336,67.69939331,80.78200226,105.4965493,48.90916739,35.1026003,80.69151098,78.07717776,46.9418892,110.8538449,65.21314986,46.16837342,38.02820664
ZNF253,207.0777877,338.83944,250.1211075,263.461985,284.2481206,229.4746535,262.4094744,230.7756184,298.9385203,329.9194449,315.7141255,257.3453671,493.9352086,423.0988634,226.9799415,222.0434186,368.3567833,367.2180084,327.6886742,274.3694421,629.3200075,308.029988,356.3430558,496.4652741,683.9329093,376.2435397,356.9388189
ZNF254,772.7923486,770.7947847,723.4196622,683.533862,831.6507566,737.4288249,648.4852724,551.14572,1111.606145,654.9241407,902.2672435,570.0094392,619.5212679,682.6356739,786.1817151,816.4976934,718.1806636,789.4816918,742.1520592,701.6462315,768.8290293,625.4761223,956.5449798,838.0526078,972.638575,702.0329817,860.7109424
ZNF256,186.9852941,149.0509748,182.0228805,147.0167781,199.9376002,201.7784091,170.5981273,152.2201989,93.2348234,200.3019978,130.858697,204.308441,217.7469952,219.9178656,210.4669658,171.230869,191.8363095,149.9590728,195.1435543,89.08162682,201.5154999,121.7641817,157.454917,162.1243522,213.8130352,124.8614228,135.1126553
ZNF257,45.73947813,66.56025244,38.62604341,53.02015564,69.20402288,44.92834456,47.1739663,50.35332003,50.72404876,53.96884848,54.40189496,46.10361589,75.29634861,59.20167132,44.14820879,46.75756839,58.44566027,39.12185843,75.82301924,93.61663474,73.85972572,83.66683756,91.88592611,71.81518387,110.1417786,73.5690471,103.8083008
ZNF26,61.96218009,83.41413661,88.34447455,86.01360693,81.76587757,67.7214989,80.82283207,81.28340875,66.19672784,85.05174908,76.15067924,72.10537989,71.53870016,85.16932436,80.37901539,66.25525589,86.38009511,72.75452123,85.68964678,94.47154845,75.96526531,80.30528325,71.22456499,91.21732767,68.57011326,59.79670151,64.14971719
ZNF260,1099.369009,1069.699607,739.251779,524.017797,1015.194188,874.1378513,717.5920018,753.61559,547.6954178,401.7956125,474.3058986,476.4569315,756.1627652,650.2163394,491.6251803,433.0812792,662.5410343,392.7689301,558.7611867,586.8524469,936.9004807,821.8788858,849.7454962,535.7343534,789.3312188,466.7654609,535.4436709
ZNF263,389.7850642,394.7528851,403.4496981,407.1396733,384.2866371,410.5966368,419.43836,363.5860406,405.3799711,366.9742437,387.8142486,397.109207,467.3873897,479.79024,401.7989545,395.3320197,498.9847796,434.1943071,389.1598329,364.1075889,465.4198718,406.8059584,364.7828263,491.656532,376.1577489,401.4284342,383.7750203
ZNF264,83.12923327,88.7214476,98.06408804,78.71338075,85.28877657,92.01556389,81.36858515,69.37889703,88.39764315,84.34379318,97.03141457,82.26586359,84.01435803,98.30160044,82.24066357,84.03054873,93.40908703,86.24835287,101.850341,101.7210183,92.51311521,72.66521485,89.94766967,119.0080208,93.86126506,96.5529879,100.3764487
ZNF266,1796.43373,1594.181305,1638.000407,1652.506235,2325.797861,1907.146559,1936.653313,1611.982091,1602.312689,1569.892438,2125.122072,1617.6794,2003.101762,2061.044587,1732.836714,1712.573273,2064.061154,1917.83116,1816.656576,1643.64156,2041.466248,1992.950276,1970.286893,1954.454116,2051.580431,1760.817899,1929.939624
ZNF267,686.5390632,483.4329507,679.5184911,576.1685087,511.5381399,745.9039208,660.269411,546.0048666,578.2794402,629.2593771,546.0461205,801.6385068,557.4072666,564.5697421,668.4982623,791.5529222,586.5474449,547.1349859,661.7621648,727.0954716,680.4762503,622.767566,690.4087794,617.955868,726.5886402,745.4795672,765.6297079
ZNF268,85.41011315,64.23301007,56.97361328,110.1974477,63.62271355,58.90348141,74.80915863,58.68109959,48.84442499,69.73282385,83.70332338,72.94028846,86.6179426,85.57307331,80.10025887,73.07469513,96.71823419,72.52050167,92.45689449,45.79064558,104.3312834,107.0580893,95.36434074,100.5854626,113.4578012,103.9278139,63.14654958
ZNF271P,370.560938,441.4119877,282.3103087,439.3028351,409.2118179,409.1253156,371.5168925,455.1158435,519.0850041,338.8333335,384.9974286,359.4506743,404.4997498,482.8572737,305.6756877,296.1123803,376.4851107,542.8775447,380.5520549,537.2880721,321.024145,436.6958467,389.1646884,250.6985775,316.5895883,441.1403757,429.4123876
ZNF274,479.8431208,513.3069557,503.5603917,428.3858449,616.6157799,448.9524991,479.0767534,335.693083,431.2805965,391.6681488,466.1715013,322.2172676,447.0737407,471.9914776,353.9569272,323.2509949,435.0694783,410.8434625,453.3278547,307.2955362,563.51453,497.4521676,434.3794373,546.1880729,526.8344949,496.9638151,431.8354886
ZNF275,1972.309164,1292.277331,1952.747908,1427.762203,1341.340688,1901.628876,1886.217072,1386.430901,1413.807515,2689.029748,1500.564898,2546.111704,1956.989093,1513.276605,2684.541515,2857.207306,1738.575495,1439.258483,2140.823289,2278.818013,2261.65005,1834.218762,1902.630902,2202.200332,2531.031943,2128.984897,2352.028783
ZNF276,535.5605931,367.8156359,489.3262947,326.32009,456.2864495,526.7541628,507.2232265,259.5212746,370.3704018,532.7493066,390.1610636,664.3708663,403.7697446,387.0674015,507.6192605,438.4173249,267.9414555,336.8235029,662.5695077,348.9070648,459.7994723,494.925649,510.7020359,597.9615876,641.2072822,538.012544,563.1467063
ZNF277,809.0107148,709.9285386,610.7804184,731.3742381,750.3162533,812.1176878,646.9659614,743.7010506,678.818936,667.4597361,766.5340135,855.4329687,802.7411252,767.0772159,785.906024,1012.403721,931.6575825,788.0650991,737.3894677,707.2595784,737.6481395,600.6263673,655.549086,802.7227637,829.9030505,667.5411671,811.7580634
ZNF28,83.83948792,59.86811743,41.61171949,55.0990294,138.5369493,87.96782276,64.97559343,59.57751317,80.64839963,61.87694224,88.82340671,46.6035839,87.58184884,80.499951,52.12331731,74.34196929,96.25969854,54.11925221,64.0910944,63.33201164,66.08852994,80.87169812,65.5256566,64.71158012,67.73107553,69.09004757,82.45276676
ZNF280B,102.2761536,96.27404486,100.4227968,121.4590348,72.78720695,102.5857832,101.8317756,106.3688566,82.8911975,92.47913509,118.4072,104.8329914,84.3007172,73.43256047,108.3016941,133.4689181,89.23637476,90.66249757,138.2801247,173.0479451,130.1532927,142.1492818,154.0476645,147.7850989,139.9818529,137.511265,141.1935133
ZNF280C,213.7241313,207.5961675,231.0446703,250.9978159,209.3418583,242.9377707,229.6907583,221.6996988,155.5641697,167.7000141,159.4763853,213.3416743,197.9996404,179.9180351,163.2309703,211.0859873,203.114581,147.1248363,182.5018148,134.880315,186.1686062,195.6176858,188.8411024,197.310921,166.9159488,206.8182949,161.4648139
ZNF280D,249.4292766,233.3214282,291.2406654,264.810405,310.8416468,362.0820882,257.5655799,206.6790002,208.8800648,217.1230377,362.0130764,216.3000217,309.960808,329.6762161,288.0690787,226.1335122,340.6444756,332.8222329,279.3286995,205.5539094,296.3253005,220.7119602,292.2282821,308.4500351,230.7997738,239.7456785,272.5701941
ZNF281,506.0829288,481.9177068,484.665641,431.1278648,479.1611068,531.6113144,580.8593259,449.9862163,576.9114153,403.2383381,490.9805283,428.8154274,359.1406136,431.1123256,356.9321388,502.4070853,400.8081405,538.6002167,449.7919403,398.3845809,393.2688206,434.2063457,419.1230339,390.3834278,384.5797528,362.5228195,411.2067111
